Appliance,MAE,NRMSE,F1,Prec,Recall,EDA
kettle,13.740130424499512,4.5322980880737305,0.522745142086937,0.41665174574753805,0.7013261000602773,0.0
fridge,39.696006774902344,41.313873291015625,0.7000284433607155,0.6101186496634098,0.8210171812550755,0.7846708297729492
washing_machine,50.371803283691406,31.15740203857422,0.33608306837218616,0.28547248243073936,0.40850588905775076,0.47246092557907104
dish_washer,18.26317596435547,7.912498474121094,0.5370560811737283,0.3876051459673429,0.8740794465521089,0.7683413624763489
AVERAGE,30.517779111862183,21.22901725769043,0.5239781837483918,0.4249620059522575,0.7012321542313031,0.5063682794570923
